0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
0.0;0
131.37831;0
163.04985;0
114.95601;0
122.38515;0
161.48582;0
127.85924;0
129.03226;0
161.09482;0
152.88367;0
110.26393;0
157.18475;0
111.045944;0
109.48192;0
153.27467;0
107.91789;0
111.82796;0
148.9736;0
128.25024;0
116.520035;0
155.2297;0
112.60997;0
104.00781;0
152.88367;0
145.45454;0
103.616806;0
148.9736;0
103.616806;0
103.2258;0
136.07039;0
127.46823;0
108.699905;0
149.36461;0
114.565;0
117.693054;0
149.36461;0
101.66177;0
98.142715;0
146.23656;0
135.67938;0
104.00781;0
142.7175;0
127.46823;0
100.87976;0
139.19844;0
116.12903;0
107.91789;0
145.45454;0
102.44379;0
120.430115;0
143.1085;0
134.50636;0
93.841644;0
139.58945;0
127.85924;0
95.01466;0
136.4614;0
118.47507;0
99.70674;0
141.54448;0
105.18083;0
90.71359;0
141.15347;0
93.45064;0
124.34018;0
138.02542;0
127.46823;0
89.540565;0
134.89737;0
120.03911;0
94.62366;0
131.37831;0
108.3089;0
88.367546;0
138.41643;0
94.23265;0
86.80352;0
136.4614;0
88.75855;0
129.81427;0
106.74487;0
121.21213;0
88.75855;0
130.59628;0
111.82796;0
93.05963;0
127.077225;0
98.92473;0
103.2258;0
135.28838;0
86.80352;0
84.45748;0
132.55133;0
85.239494;0
132.94234;0
111.82796;0
114.565;0
87.97654;0
126.29521;0
102.44379;0
96.18768;0
134.11536;0
88.75855;0
81.72043;0
132.16032;0
83.67546;0
81.72043;0
101.27077;0
81.32942;0
132.94234;0
118.86609;0
106.35387;0
89.14956;0
121.99414;0
93.841644;0
99.315735;0
130.98729;0
82.111435;0
79.765396;0
128.25024;0
